City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
426,Karratha,17.4924,44.1277,64.4,29,0,1.61,SA
427,Karratha,43.4065,-124.2243,55.99,71,1,6.91,US
428,Karratha,25.55,80.7167,84.63,4,0,8.03,IN
429,Karratha,32.68,109.0172,52.0,19,100,5.01,CN
430,Karratha,16.2833,95.6833,88.52,49,10,4.34,MM
431,Karratha,61.4009,47.4978,31.95,96,98,6.89,RU
432,Karratha,23.2373,111.5317,88.72,48,30,7.67,CN
433,Karratha,38.7333,-27.0667,57.2,88,40,8.05,PT
434,Karratha,63.9331,-20.9971,39.0,92,100,3.0,IS
435,Karratha,-13.7,-76.2167,68.0,77,0,11.5,PE
436,Karratha,52.3705,9.7332,55.0,71,0,1.14,DE
437,Karratha,29.9697,40.2064,53.6,43,0,6.91,SA
438,Karratha,-8.3791,-74.5539,77.0,88,40,4.61,PE
439,Karratha,41.2835,-70.0995,50.0,98,100,16.53,US
440,Karratha,-15.9803,-71.4606,59.0,72,0,4.61,PE
441,Karratha,63.4453,120.3167,22.05,78,87,3.83,RU
442,Karratha,14.0351,-83.3888,77.27,87,6,11.92,NI
443,Karratha,53.5739,142.9478,32.07,82,13,12.55,RU
444,Karratha,51.5,156.5167,40.8,93,100,17.54,RU
445,Karratha,39.2667,141.8833,59.0,36,40,9.22,JP
446,Karratha,58.8053,-122.7002,42.8,33,90,2.3,CA
447,Karratha,-35.3333,-72.4167,55.6,89,94,9.15,CL
448,Karratha,-0.8917,119.8707,88.48,61,100,3.69,ID
449,Karratha,52.6333,29.7333,43.56,88,77,6.11,BY
450,Karratha,46.4333,26.4,45.0,48,92,2.24,RO
451,Karratha,64.8989,45.7622,30.72,95,97,4.74,RU
452,Karratha,40.9372,38.2291,46.4,100,75,3.44,TR
453,Karratha,-6.3264,108.32,83.1,75,59,12.62,ID
454,Karratha,13.55,-7.45,78.57,14,24,7.38,ML
455,Karratha,32.9952,105.3247,45.52,72,100,7.83,CN
456,Karratha,52.1389,38.2789,40.08,77,100,13.4,RU
457,Karratha,12.25,109.1833,87.8,62,0,6.91,VN
458,Karratha,51.1537,37.8879,42.87,79,100,9.26,RU
459,Karratha,67.45,153.6833,12.02,75,98,8.55,RU
460,Karratha,34.3833,131.2,64.99,63,0,10.36,JP
461,Karratha,-8.19,114.9675,86.0,74,20,6.91,ID
462,Karratha,59.2353,163.0719,29.52,91,100,3.71,RU
463,Karratha,40.8,-96.667,39.99,40,4,1.99,US
464,Karratha,18.451,-78.1736,78.8,78,20,4.61,JM
465,Karratha,-20.9373,55.2919,75.2,83,90,3.44,RE
466,Karratha,-9.1061,124.8925,77.79,85,100,4.45,ID
467,Karratha,35.1628,112.865,54.73,57,100,1.77,CN
468,Karratha,13.2167,-59.5167,77.0,65,40,23.02,BB
469,Karratha,-28.45,18.7333,69.17,33,0,7.67,NA
470,Karratha,7.8833,-11.05,72.95,94,60,0.87,SL
471,Karratha,14.2,24.6667,61.75,19,3,6.58,SD
472,Karratha,-5.6667,132.75,79.77,81,100,7.2,ID
473,Karratha,45.7453,-87.0646,21.99,53,1,13.8,US
474,Karratha,48.282,37.1758,38.5,83,0,4.72,UA
475,Karratha,37.6775,-113.0619,48.2,18,1,4.61,US
476,Karratha,14.0,-7.75,76.66,14,0,8.08,ML
477,Karratha,53.0452,158.6483,37.4,100,75,8.95,RU
478,Karratha,-3.3333,128.9167,85.26,70,98,4.34,ID
479,Karratha,-20.1,146.2667,84.52,36,26,17.78,AU
480,Karratha,18.4167,-64.6167,78.01,85,21,8.99,VG
481,Karratha,59.7,150.1667,29.16,68,50,5.12,RU
482,Karratha,38.9634,41.0293,38.44,77,89,8.41,TR
483,Karratha,23.2667,69.6667,82.13,35,0,2.68,IN
484,Karratha,-4.9667,39.8333,78.84,83,76,11.54,TZ
485,Karratha,26.5579,54.8807,69.8,100,0,5.06,IR
486,Karratha,66.0,111.5,-10.89,88,100,14.43,RU
487,Karratha,43.5167,-8.1528,71.6,33,0,6.91,ES
488,Karratha,-26.6481,15.1594,66.45,61,0,13.2,NA
489,Karratha,48.6814,71.6433,18.95,88,69,7.65,KZ
490,Karratha,-28.65,153.6167,71.6,83,90,13.8,AU
491,Karratha,26.1842,127.7558,80.6,88,75,6.91,JP
492,Karratha,62.5833,6.1333,39.2,70,90,4.61,NO
493,Karratha,59.3986,27.2731,32.29,92,95,10.45,EE
494,Karratha,53.9606,105.8817,29.37,61,53,10.92,RU
495,Karratha,19.2833,-81.25,80.01,83,20,6.91,KY
496,Karratha,59.5667,150.8,27.68,81,96,1.86,RU
497,Karratha,43.4918,-116.4201,55.4,20,1,6.91,US
498,Karratha,4.8699,-2.2405,78.69,88,22,6.15,GH
499,Karratha,22.2769,113.5678,84.0,83,40,12.66,CN
500,Karratha,-15.1961,12.1522,74.14,84,56,3.76,AO
501,Karratha,40.4272,71.7189,46.4,53,40,25.32,UZ
502,Karratha,30.85,-116.0667,65.95,44,29,2.77,MX
503,Karratha,58.9097,53.2691,31.91,96,100,8.03,RU
504,Karratha,18.8003,110.3967,83.95,68,15,14.2,CN
505,Karratha,33.7333,135.9833,68.0,52,75,4.61,JP
506,Karratha,37.0778,41.2178,50.0,50,0,4.61,TR
507,Karratha,-32.25,148.6167,75.2,53,19,8.05,AU
508,Karratha,-23.7781,-45.3581,70.56,79,39,6.64,BR
509,Karratha,20.8947,-156.47,80.6,74,40,24.16,US
510,Karratha,3.0372,29.5355,66.69,84,100,2.59,CD
511,Karratha,43.3578,76.8594,37.4,87,90,2.24,KZ
512,Karratha,-27.5847,-50.3611,48.34,98,3,2.46,BR
513,Karratha,32.1272,115.0394,52.57,94,100,7.61,CN
514,Karratha,27.9769,-114.0611,68.76,40,71,9.1,MX
515,Karratha,43.3,6.6333,55.99,76,100,1.14,FR
516,Karratha,24.3539,68.2671,83.32,13,0,7.18,PK
517,Karratha,51.2585,-80.6094,10.4,67,40,6.91,CA
518,Karratha,-35.4444,-60.8831,57.0,62,0,1.01,AR
519,Karratha,17.0151,54.0924,75.2,23,0,1.14,OM
520,Karratha,0.0722,42.7506,78.1,85,16,5.1,SO
521,Karratha,41.1231,80.2644,42.8,68,100,14.83,CN
522,Karratha,44.7481,132.0403,46.24,52,0,4.14,RU
523,Karratha,50.6996,-127.4199,50.0,57,75,4.61,CA
524,Karratha,57.6731,66.1725,31.17,84,100,12.95,RU
525,Karratha,-9.0763,143.2092,81.37,83,87,0.54,PG
526,Karratha,-2.5833,115.3833,87.55,67,63,2.44,ID
527,Karratha,-35.35,150.4667,75.2,43,20,6.91,AU
528,Karratha,-8.345,113.6058,85.96,66,13,3.69,ID
529,Karratha,-34.7333,135.8667,80.17,37,3,3.6,AU
530,Karratha,29.7057,118.2862,72.0,96,96,3.65,CN
531,Karratha,40.5,141.5,55.02,43,4,6.17,JP
532,Karratha,-8.1803,-35.0014,82.4,86,75,3.44,BR
533,Karratha,29.0361,114.5636,64.78,93,100,2.84,CN
534,Karratha,60.7167,-46.0333,30.2,86,75,1.14,GL
535,Karratha,7.9868,117.0645,77.04,87,100,3.98,PH
536,Karratha,-35.5667,138.6167,88.0,27,3,2.8,AU
537,Karratha,22.8167,108.3167,80.6,74,40,4.47,CN
538,Karratha,16.1525,36.2032,75.85,63,20,11.81,SD
539,Karratha,51.3813,1.3862,55.0,66,33,1.01,GB
540,Karratha,50.0334,-66.8654,37.99,81,90,13.8,CA
541,Karratha,11.7751,-72.4445,79.56,68,45,21.3,CO
542,Karratha,56.4234,58.5328,29.93,94,100,17.92,RU
543,Karratha,25.7,100.1833,63.81,48,7,4.14,CN
544,Karratha,55.0,33.0,43.14,97,100,5.59,RU
545,Karratha,56.8879,21.1859,39.2,100,90,4.61,LV
546,Karratha,9.25,0.7833,75.7,28,58,3.38,TG
547,Karratha,8.8833,11.3667,77.54,17,100,4.92,NG
548,Karratha,11.2833,-15.8333,76.24,70,1,16.67,GW
549,Karratha,-8.4192,20.7447,63.93,97,100,1.72,AO
550,Karratha,19.3,-70.35,73.4,88,40,8.05,DO
551,Karratha,-31.393,-58.0209,62.01,79,0,6.38,AR
552,Karratha,-21.3667,55.6167,78.8,78,20,12.66,RE
553,Karratha,-34.4833,-54.3333,57.6,82,100,2.37,UY
554,Karratha,-34.6833,150.8667,75.99,59,1,3.0,AU
555,Karratha,49.6174,0.7581,59.0,66,0,3.44,FR
556,Karratha,-35.6566,-63.7568,59.72,65,2,9.53,AR
557,Karratha,27.9667,-110.8167,84.99,100,1,5.75,MX
558,Karratha,9.285,105.7244,87.22,52,100,7.34,VN
559,Karratha,-21.6403,-41.0511,71.31,91,39,9.75,BR
560,Karratha,-37.8811,147.981,80.01,45,62,1.01,AU
561,Karratha,55.2999,-123.1698,39.2,56,75,8.05,CA
562,Karratha,-3.7361,-38.6531,81.0,89,40,5.75,BR
563,Karratha,47.5002,-111.3008,48.2,36,1,11.5,US
564,Karratha,0.8,127.4,84.96,72,88,6.35,ID
565,Karratha,59.1109,10.3933,36.0,86,1,6.91,NO
566,Karratha,11.8485,-86.4384,84.2,70,20,11.5,NI
567,Karratha,29.1081,21.2869,50.74,66,1,6.82,LY
568,Karratha,28.147,-15.6502,68.0,73,40,9.22,ES
569,Karratha,64.2667,24.8,30.0,85,99,5.99,FI
570,Karratha,45.7625,106.2708,39.25,59,100,11.27,MN
571,Karratha,-6.8367,-79.9342,68.0,86,73,4.0,PE
572,Karratha,38.421,-121.4238,75.2,22,1,4.61,US
573,Karratha,-8.8368,13.2343,80.6,78,40,3.44,AO
574,Karratha,13.5859,102.9737,94.28,41,1,7.23,KH
575,Karratha,61.2767,108.0108,10.45,77,100,8.25,RU
576,Karratha,65.3718,58.0387,30.4,96,100,6.98,RU
577,Karratha,1.1983,-70.1733,72.12,98,100,1.7,CO
578,Karratha,26.326,43.975,71.6,56,20,10.36,SA
579,Karratha,41.8334,-71.1662,55.99,91,100,8.12,US
580,Karratha,-26.1775,-58.1781,66.2,88,0,4.61,AR
581,Karratha,46.4856,135.8833,39.0,68,23,6.89,RU
582,Karratha,-36.0333,146.3833,79.0,42,21,4.18,AU
583,Karratha,-14.2836,-39.8428,72.19,97,47,0.63,BR
584,Karratha,13.6017,26.6876,67.32,16,5,14.34,SD
585,Karratha,-9.7024,33.2697,62.44,95,91,1.79,MW
586,Karratha,26.1547,50.6206,71.6,68,0,4.61,BH
587,Karratha,29.2747,82.1838,56.26,13,0,6.17,NP
588,Karratha,9.2333,29.8333,81.36,22,74,3.62,SS
589,Karratha,42.3394,-3.7079,46.4,57,0,8.05,ES
590,Karratha,27.9167,96.1667,79.16,50,75,2.55,IN
591,Karratha,-34.6177,-68.3301,65.28,51,34,5.3,AR
592,Karratha,69.3833,178.4167,-1.1,87,100,3.31,RU
593,Karratha,22.55,-105.75,67.71,75,100,4.85,MX
594,Karratha,4.1213,43.8894,71.6,81,39,10.45,SO
595,Karratha,68.8193,-51.1922,17.6,67,75,6.26,GL
596,Karratha,-7.3333,-75.0167,72.09,97,83,1.72,PE
597,Karratha,9.3333,-82.25,66.99,84,79,8.99,PA
598,Karratha,-20.3297,-40.2925,71.6,94,75,2.3,BR
599,Karratha,52.3333,124.7333,38.32,57,8,9.1,CN
600,Karratha,58.0006,102.6619,16.27,76,100,9.53,RU
601,Karratha,39.1502,-123.2078,75.2,22,1,1.66,US
602,Karratha,49.2833,120.7333,45.5,40,100,4.5,CN
603,Karratha,60.4667,166.1,29.01,94,100,3.02,RU
604,Karratha,35.5392,106.6861,43.66,73,100,15.39,CN
605,Karratha,41.7597,86.1469,47.84,47,77,4.14,CN
606,Karratha,59.5714,7.9877,28.99,93,40,3.09,NO
607,Karratha,-1.9005,11.906,65.73,98,100,2.95,GA
608,Karratha,-15.8631,-38.8828,80.6,83,75,8.05,BR
609,Karratha,-3.6954,128.1814,89.6,62,40,4.61,ID
610,Karratha,37.5683,126.9778,68.0,22,0,12.66,KR
611,Karratha,18.3851,42.4509,60.8,55,0,4.61,SA
612,Karratha,-11.7358,24.4293,58.28,98,98,3.53,ZM
613,Karratha,48.7669,-80.6831,12.2,62,75,11.5,CA
614,Karratha,42.7342,-90.4785,32.0,43,90,18.41,US
615,Karratha,50.7214,136.6319,41.41,66,41,5.64,RU
616,Karratha,38.4166,-108.2673,42.01,18,0,1.99,US
617,Karratha,63.05,179.3167,12.56,80,78,4.72,RU
618,Karratha,39.3558,-9.3811,61.0,80,100,8.01,PT
619,Karratha,-30.6733,-51.3958,65.08,80,27,7.65,BR
620,Karratha,7.4167,81.8167,82.2,74,38,3.67,LK
621,Karratha,50.6022,95.0047,23.92,60,0,2.46,RU
622,Karratha,-7.2833,-76.8,69.96,92,39,1.66,PE
623,Karratha,47.8667,88.1167,30.51,53,100,1.23,CN
624,Karratha,-3.9839,-38.7273,81.0,89,40,5.75,BR
625,Karratha,18.0858,-15.9785,69.8,64,48,17.27,MR
626,Karratha,36.4337,-99.3904,51.8,30,1,4.88,US
627,Karratha,-3.945,122.4989,86.16,69,87,2.86,ID
628,Karratha,12.1791,125.5072,82.67,69,100,12.39,PH
629,Karratha,-9.4333,159.95,83.17,78,94,3.83,SB
630,Karratha,42.2683,118.9636,53.49,35,100,6.82,CN
631,Karratha,-45.8742,170.5036,60.01,64,35,4.0,NZ
632,Karratha,50.3167,11.9167,52.0,49,6,5.01,DE
633,Karratha,5.8808,-10.0467,75.2,94,89,4.41,LR
634,Karratha,62.1444,117.6319,23.18,91,100,3.22,RU
635,Karratha,-9.1667,-60.6333,71.65,98,97,0.87,BR
636,Karratha,59.2002,38.8356,31.28,93,93,8.68,RU
637,Karratha,62.7161,129.6658,30.2,74,40,4.47,RU
638,Karratha,54.4815,53.471,34.9,82,100,23.22,RU
639,Karratha,-2.6741,141.3028,87.26,59,59,5.48,PG
640,Karratha,19.3667,-81.4167,80.01,83,20,6.91,KY
641,Karratha,26.7292,33.9365,59.0,38,0,6.91,EG
642,Karratha,-22.4667,-68.9333,55.4,35,0,2.3,CL
643,Karratha,-25.2986,152.8535,77.0,73,9,7.0,AU
644,Karratha,51.1,114.53,35.49,45,100,1.28,RU
645,Karratha,54.675,20.1347,43.0,87,0,4.47,RU
646,Karratha,42.0304,-8.1588,69.8,37,0,14.97,PT
647,Karratha,19.0,-90.5,83.46,48,92,4.23,MX
648,Karratha,-39.0333,-67.5833,68.0,56,0,13.8,AR
649,Karratha,-14.8031,36.5372,60.82,98,16,2.13,MZ
650,Karratha,-0.7193,8.7815,76.01,84,100,8.97,GA
651,Karratha,60.3964,-1.353,37.4,65,40,4.61,GB
652,Karratha,20.5169,-13.0499,80.33,20,84,8.37,MR
653,Karratha,-9.8756,-56.0861,70.75,96,93,1.81,BR
654,Karratha,-25.0147,-47.9267,69.28,71,29,4.27,BR
655,Karratha,51.4668,-109.1682,37.4,65,20,16.11,CA
656,Karratha,49.8425,36.5477,41.0,75,0,4.47,UA
657,Karratha,58.8353,125.4869,30.65,74,99,6.53,RU
658,Karratha,13.4667,79.1167,84.2,70,20,2.3,IN
659,Karratha,-0.4139,-65.0192,73.38,98,100,0.67,BR
660,Karratha,22.0383,88.3214,80.6,94,1,4.61,IN
661,Karratha,62.2167,135.8,24.69,81,100,2.82,RU
662,Karratha,-4.2365,142.8448,87.21,63,97,5.01,PG
663,Karratha,39.4667,-87.4139,39.2,41,1,11.5,US
664,Karratha,50.2001,-66.3821,37.99,81,90,13.8,CA
665,Karratha,57.4028,67.0786,29.62,78,99,12.66,RU
666,Karratha,45.2924,14.6541,57.2,67,0,3.42,HR
667,Karratha,4.6228,21.8865,72.7,72,67,2.82,CF
668,Karratha,-34.6,138.7333,87.01,17,0,5.99,AU
669,Karratha,15.5181,73.7626,77.0,83,20,6.91,IN
670,Karratha,26.6845,-80.6676,73.99,87,97,2.8,US
671,Karratha,37.4636,-122.4286,77.0,36,1,1.21,US
672,Karratha,-16.8392,36.9856,62.38,96,27,3.0,MZ
673,Karratha,61.5598,45.934,33.35,91,98,7.74,RU
674,Karratha,19.3333,79.4833,93.51,20,15,7.78,IN
675,Karratha,-25.1667,46.0833,69.8,79,49,9.8,MG
676,Karratha,24.3448,124.1572,82.4,83,40,16.11,JP
677,Karratha,27.4667,75.6,78.73,10,0,11.43,IN
678,Karratha,-6.8844,112.2051,83.7,74,97,2.26,ID
679,Karratha,13.3034,-4.8956,82.69,12,27,7.92,ML
680,Karratha,-20.7377,116.8463,94.41,24,1,12.15,AU
